School,URL,Street,City,State,CMS
Exceptional Children's Cooperative,http://dspcoop.k12.in.us/,1520 St Charles St Suite 2,Jasper,IN,none
Fountain Central High School,http://www.sefschools.org/,750 E US Hwy 136,Veedersburg,IN,none
Fairfield Elementary School,https://www.fwcs.k12.in.us/,2825 Fairfield Ave,Fort Wayne,IN,none
Eleanor Skillen School 34,https://schools.myips.org/eleanorskillen/,1410 Wade St,Indianapolis,IN,none
Fayetteville Elementary School,https://www.nlcs.k12.in.us/lincoln/,223 Old Farm Rd,Bedford,IN,none
Fairmont Elementary School,https://fairmont.nafcs.k12.in.us/,1725  Abbie Dell Ave,New Albany,IN,none
Excel Center - Shelbyville,https://www.in.gov/icsb/2419.htm,111 North Harrison Street,Shelbyville,IN,none
Fayette Elementary School,http://metadot.vigoschools.org/metadot/index.pl?id=2973,9400 N Beech Pl,West Terre Haute,IN,none
Forest Park Elementary School,https://www.fwcs.k12.in.us/,2004 Alabama Ave,Fort Wayne,IN,none
Fall Creek Valley Middle School,https://crestview.ltschools.org/,9701 E 63rd St,Indianapolis,IN,none
Floyds Knobs Elementary School,https://floydsknobs.nafcs.k12.in.us/,4484 Scottsville Rd,Floyds Knobs,IN,none
Farrington Grove Elementary School,http://metadot.vigoschools.org/metadot/index.pl?id=2972,1826 S 6th St,Terre Haute,IN,none
Fox Hill Elementary School,https://fh.msdwt.k12.in.us/,802 Fox Hill Dr,Indianapolis,IN,none
Forest Glen Elementary School,https://forestglen.ltschools.org/,6333 Lee Rd,Indianapolis,IN,none
Excel Center For Adult Learners,https://excelcenter.org/,1635 W Michigan St,Indianapolis,IN,none
Faith Academy,https://www.faithacademyedu.org/#!,7601 Whitcomb St,Merrillville,IN,none
Fairview Elementary School,http://www.rcs.k12.in.us/schools/elementary-schools/fairview,60 NW 'L' St,Richmond,IN,none
Fall Creek Intermediate School,https://fci.hseschools.org/,12011 Olio Rd,Fishers,IN,none
Floro Torrence School 83,https://schools.myips.org/coldspring/,5050 E 42nd St,Indianapolis,IN,none
Faith Christian School,http://www.faithlafayette.org/,5526 SR 26 E,Lafayette,IN,none
Farmersville Elementary School,http://fa.mvschool.org/,4065 Hwy 69 S,Mount Vernon,IN,none
FOCUS Program,https://www.hseyouthfootball.com/Default.aspx?tabid=1186429,12001 Olio Rd,Fishers,IN,none
Francis Bellamy Pre-School Center,https://www.theindychannel.com/news/local-news/ips-preschool-playground-catches-fire-on-northeast-side,9501 E 36th St,Indianapolis,IN,none
Franklin Township Middle Sch West,https://ftcsc.org/,7620 Edgewood Ave,Indianapolis,IN,none
Gambold Pre-School,https://www.schoolfamily.com/find-a-school/school/22315-willard-j-gambold-middle-school,3725 Kiel Avenue,Indianapolis,IN,none
Franklin County High,https://www.fccsc.k12.in.us/fchs/,1 Wildcat Ln,Brookville,IN,none
F Willard Crichfield Elementary,http://www.lpcsc.k12.in.us/crichfield/,336 W Johnson Rd,LaPorte,IN,none
Frankton Elementary School,http://fes.flcs.k12.in.us/,1303 SR 128 W,Frankton,IN,none
Geist Elementary School,https://ges.hseschools.org/,14051 E 104th St,Fishers,IN,none
Gary Lighthouse Charter School,https://www.lighthouse-academies.org/schools/garyla/,725 Clark Road,Gary,IN,none
Franklin County Middle School,https://www.fccsc.k12.in.us/bms/,9092 Wildcat Ln,Brookville,IN,none
Franklin Township Middle Schl East,https://ftcsc.org/,10440 Indian Crk Rd,Indianapolis,IN,none
Genai Excellence Academy,http://www.nonprofitfacts.com/IN/Genai-Excellence-Academy-Inc.html,2201 Toledo Road,Elkhart,IN,none
Frankton Jr-Sr High School,http://franktonhs.com/,610 Clyde St,Frankton,IN,none
Franklin Central High School,https://ftcsc.org/,6215 S Franklin Rd,Indianapolis,IN,none
Francis M Price Elementary School,https://www.fortwayneschools.org/,1901 W State St,Fort Wayne,IN,none
Frankie W McCullough Acad for Girl,https://www.garycsc.k12.in.us/schools/frankie-w-mccullough-academy-for-girls/,1110 W 21st Ave,Gary,IN,none
Frank H Wheeler Elementary Sch 4,https://compass.doe.in.gov/dashboard/reportcard.aspx?type=corp&id=5400,5700 Meadowood Dr,Speedway,IN,none
Geist Montessori Academy,http://gmacademy.org/,13942 E 96th St,McCordsville,IN,none
Garrett Middle School,http://www.cobbk12.org/Garrett/,801 E Houston St,Garrett,IN,none
Garden City Elementary School,https://www.gardencityelementaryschool.com/,4901 Rockville Rd,Indianapolis,IN,none
George Bibich Elementary School,http://peifer.lcsc.us/,14600 W 81st St,Dyer,IN,none
Fred H Croninger Elementary School,https://www.schoolfamily.com/find-a-school/school/22038-fred-h-croninger-elem-sch,6700 Trier Rd,Fort Wayne,IN,none
Frances Slocum Elementary School,http://slocum.marion.k12.in.us/,2909 S Torrence St,Marion,IN,none
Gateway Woods School,https://gatewaywoods.org/,PO Box 125,Leo,IN,none
Gary Middle School,http://www.spokaneschools.org/garry/,301 Parke St,Gary,IN,none
Frank H Hammond Elementary School,https://www.munster.us/,1301 Fran-Lin Pky,Munster,IN,none
Franke Park Elementary School,https://fortwayneschools.org/schools/school-pages.php?school=0161,828 Mildred Ave,Fort Wayne,IN,none
Francis Vigo Elementary School,https://www.vcsc.k12.in.us/,1513 Main Street,Vincennes,IN,none
Fremont High School,https://fremonttigers.org/high-school/,PO Box 655,Fremont,IN,none
Gary Middle College West,https://garymiddlecollege.org/,4030 W 5th Ave,Gary,IN,none
Frontier Elementary,https://frontierschoolsin.org/,811 S Railroad,Brookston,IN,none
Frontier Jr-Sr High School,https://frontierschoolsin.org/,1 Falcon Dr,Chalmers,IN,none
Gary Middle College,https://garymiddlecollege.org/,131 EAST 5TH AVE,Gary,IN,none
Gary Career Center,https://www.garycsc.k12.in.us/,1800 E 35th Ave,Gary,IN,none
Francisco Elementary School,http://fes.egsc.k12.in.us/,302 E Main,Francisco,IN,none
Frederick Douglass School 19,https://schools.myips.org/superschool19/,2020 Dawson St,Indianapolis,IN,none
Global Preparatory Academy,https://globalprepindy.org/,2033 Sugar Grove Ave,Indianapolis,IN,none
Glen Park Acad for Excel in Lrn,http://www.schoolmatch.com/search/school.cfm?school_lea=02102&lea=1803870,5002 Madison St,Gary,IN,none
Good Shepherd Christian Academy,http://gscacademy.org/,209 W Washington St,Greensburg,IN,none
George Washington Elementary Sch,http://gwashington.cps.edu/,2400 Cardinal Drive,East Chicago,IN,none
Greenville Elementary School,https://greenville.nafcs.k12.in.us/,7025 Cross St,Greenville,IN,none
Glenwood Park Elementary School,https://www.fwcs.k12.in.us/,4501 Vance Ave,Fort Wayne,IN,none
Gold Academy,http://www.decaturproud.org/gold-academy/,5650 Mann Rd,Indianapolis,IN,none
Greater Lafayette Area SE,https://www.houzz.com/pro/greengoosehomes/green-goose-homes,2300 Cason St,Lafayette,IN,none
George Rogers Clark School,https://www.vcsc.k12.in.us/,1926 S Richard Bauer Drive,Vincennes,IN,none
George M Riddle Elementary School,http://riddle.zebras.net/,PO Box 108,Rochester,IN,none
Greenfield Intermediate School,http://gis.gcsc.k12.in.us/,204 W Park Ave,Greenfield,IN,none
Grant Line Elementary School,https://grantline.nafcs.k12.in.us/,4811 Grant Line Rd,New Albany,IN,none
Greenfield Central Junior High Sch,http://www.gcsc.k12.in.us/,1440 N Franklin,Greenfield,IN,none
Granger Christian School,http://granger.ipsd.org/,52025 Gumwood Rd,Granger,IN,none
Grant County Comm Justice Center,http://www.marion.k12.in.us/,1240 S Adams St,Marion,IN,none
Greenbriar Elementary School,https://gb.msdwt.k12.in.us/,8201 N Ditch Rd,Indianapolis,IN,none
Grace Christian Academy Inc,http://www.gcacademy.net/,1525 N Gardner St,Scottsburg,IN,none
Glenns Valley Elementary School,http://www.perryschools.org/,8239 Morgantown Rd,Indianapolis,IN,none
Good Shepherd School,http://gsparish.org/,2301 N Stockwell Rd,Evansville,IN,none
Green Township Elementary School,https://gtfr.org/,6275 Maple Grove Rd,Martinsville,IN,none
Green Valley Elementary School,https://greenvalley.nafcs.k12.in.us/,2230 Green Valley Rd,New Albany,IN,none
Grassy Creek Elementary School,http://www.warren.k12.in.us/,10330 E Prospect St,Indianapolis,IN,none
Greenfield-Central High School,http://www.gcsc.k12.in.us/,810 N Broadway,Greenfield,IN,none
George W Julian School 57,https://schools.myips.org/georgejulian/,5435 E Washington St,Indianapolis,IN,none
George Washington Community HS,https://schools.myips.org/georgewashington/,2215 W Washington St,Indianapolis,IN,none
Goshen Middle School,https://gms.goshenschools.org/,1216 S Indiana Ave,Goshen,IN,none
Haubstadt Community School,https://www.sgibson.k12.in.us/,158 E 1025 S,Haubstadt,IN,none
Granville Wells Elementary School,http://gwes.weboschools.org/,5046 S SR 75,Jamestown,IN,none
Hamilton Community Elementary Sch,http://hhs328.com/,903 S Wayne St,Hamilton,IN,none
Harrison Elementary School,http://www.warsaw.k12.in.us/,1300 Husky Trl,Warsaw,IN,none
Harrison County Spec Ed Coop,https://www.shcsc.k12.in.us/,121 High School Rd,Corydon,IN,none
Harrison Hill Elementary School,https://harrisonhill.ltschools.org/,7510 E 53rd St,Indianapolis,IN,none
Handley Elementary School,http://www.lpcsc.k12.in.us/hailmann/,408 10th St,LaPorte,IN,none
Harrison Parkway Elementary School,http://harrisonparkwaypto.org/,14135 Harrison Pky,Fishers,IN,none
Harold C Urey Middle School,http://www.jgsc.k12.in.us/,407 Washington St,Walkerton,IN,none
Hawthorne Elementary School,http://elkhart.k12.in.us/home/schools/hawthorne-elementary-school/,501 W Lusher Ave,Elkhart,IN,none
Hagerstown Jr-Sr High School,http://www.nettlecreek.k12.in.us/,701 Baker Rd,Hagerstown,IN,none
Hailmann Elementary School,http://www.lpcsc.k12.in.us/hailmann/,1001 E Ohio St,LaPorte,IN,none
Guerin Catholic High School,https://www.guerincatholic.org/,15300 N Gray Rd,Noblesville,IN,none
Harris Elementary School,http://harris.gcsc.k12.in.us/,200 W Park Ave,Greenfield,IN,none
Greenwood Northeast Elementary Sch,http://www.gws.k12.in.us/,99 Crestview Dr,Greenwood,IN,none
Griffith Senior High School,https://www.blackboard.com/school-websites/blackboard-web-community-manager.html,600 N Wiggs St,Griffith,IN,none
Harrison Hill Elementary School,https://www.fwcs.k12.in.us/,355 S Cornell Cir,Fort Wayne,IN,none
Greenwood Christian Academy,https://www.gcak12.org/,835 W Worthsville Rd,Greenwood,IN,none
Hamilton Southeastern HS,https://hseroyalsathletics.com/,13910 E 126th St,Fishers,IN,none
Hamilton Community High School,http://www.hcs.k12.in.us/,903 S Wayne St,Hamilton,IN,none
Greenwood Middle School,http://www.gws.k12.in.us/greenwood-middle-school,1584 Averitt Road,Greenwood,IN,none
Hawthorne Elementary School,http://hawthorne.warren.k12.in.us/,8301 Rawles Ave,Indianapolis,IN,none
Hal E Clark Middle School,http://clark.lcsc.us/,8915 W 93rd Ave,Saint John,IN,none
Hammond Academy of Science & Tech,http://hammondacademy.org/,33 Muenich Ct,Hammond,IN,none
H L Harshman Middle School,https://schools.myips.org/coldspring/,1501 E 10th St,Indianapolis,IN,none
Greenwood Community High Sch,http://www.gws.k12.in.us/,615 W Smith Valley Rd,Greenwood,IN,none
George Washington Comm Middle Sch,https://schools.myips.org/georgewashington/,2215 W Washington St,Indianapolis,IN,none
Holy Cross School,http://www.holycrossschool-anderson.com/,1115 Pearl Street,Anderson,IN,none
Hazelwood Middle School,https://hms.nafcs.k12.in.us/,1021 Hazelwood Ave,New Albany,IN,none
Heth-Washington Elementary School,https://www.shcsc.k12.in.us/heth-washington/,2450 Heth-Washington Rd SW,Central,IN,none
Holy Cross Lutheran School,http://www.holycrossfw.org/,3425 Crescent Ave,Fort Wayne,IN,none
Highland Hills Middle School,https://hhms.nafcs.k12.in.us/,3492 Edwardsville Galena Rd,Georgetown,IN,none
Holy Angels Catholic School,http://www.holyangelscatholicschool.org/,2822 Dr M Luther King Jr St,Indianapolis,IN,none
Heritage Intermediate School,http://www.mcsin-k12.org/his/index.cfm,56647 Northridge Dr,Middlebury,IN,none
Hagerstown Elementary School,http://nettlecreekschools.com/,299 N Sycamore St,Hagerstown,IN,none
Herron High School,https://www.herronhighschool.org/,110 E 16th St,Indianapolis,IN,none
Holy Cross School,http://www.holycrossparish.info/,202 S Church St,Fort Branch,IN,none
Holy Cross Central School,http://holycrossschoolindy.org/,125 N Oriental St,Indianapolis,IN,none
Higher Institute of Arts & Tech,http://thehiat.wixsite.com/hiat#!,5861 Harrison Street,Merrillville,IN,none
Heltonville Elementary School,https://hes.nlcs.k12.in.us/,580 Diamond Rd,Heltonville,IN,none
Hendry Park Elementary School,http://cpe.msdsteuben.k12.in.us/,805 S Washington St,Angola,IN,none
Holy Cross School,http://www.gibault.org/#!,6401 S US Hwy 41,Terre Haute,IN,none
Heritage Hall Christian School,https://www.hhcsmuncie.org/,6401 W River Rd,Muncie,IN,none
Deputy Elementary School,http://www.madison.k12.in.us/,14350 W Mulberry,Deputy,IN,none
Highland Christian School,https://www.highlandchristian.org/,3040 Ridge Rd,Highland,IN,none
Holy Cross School,https://holycrosscrusaders.org/,1020 N Wilber St,South Bend,IN,none
Emery O Muncie Elementary School,http://www.madison.k12.in.us/,800 Lanier Dr,Madison,IN,none
Hobart High School,https://www.hobart.org.uk/,2211 E Tenth St,Hobart,IN,none
Holy Cross Lutheran School,http://hclc.info/,8115 Oaklandon Rd,Indianapolis,IN,none
Impact Academy,https://www.in.gov/fssa/dfr/2682.htm,320 N Tibbs Ave,Indianapolis,IN,none
Holy Trinity Catholic School,http://www.holytrinitysaints.com/,990 Church Ave,Jasper,IN,none
Holy Redeemer School,http://www.holyredeemercatholicschool.com/,918 W Mill Rd,Evansville,IN,none
Hoosier Road Elementary School,https://hre.hseschools.org/,11300 E 121st St,Fishers,IN,none
Hornet Park Elementary School,http://www.bgcs.k12.in.us/hornet-park-home,5249 Hornet Ave,Beech Grove,IN,none
Holy Family School,http://holyfamilyeagles.org/,217 W Daisy Ln,New Albany,IN,none
Indian Trail Elementary School,http://www.lpcsc.k12.in.us/indian_trail/,3214 S SR 104,LaPorte,IN,none
Horizon Christian School,http://www.horizon-christian.org/,7702 Indian Lake Rd,Indianapolis,IN,none
Honey Creek Middle School,http://www.honeycreekmusic.com/,6601 S Carlisle St,Terre Haute,IN,none
Hoosier Prairie Elementary School,http://metadot.vigoschools.org/metadot/index.pl?id=2976,2800 W Harlan Dr,Terre Haute,IN,none
IN Math & Science Academy - North,http://north.imsaindy.org/,7435 N Keystone Ave,Indianapolis,IN,none
Holy Rosary School,http://www.holyrosaryrams.org/,1303 S Green River Rd,Evansville,IN,none
Hope Academy,https://www.hopeacademyrhs.org/,8102 Clearvista Pky,Indianapolis,IN,none
Horizon Christian Academy,http://www.horizonca.org/,2000 N Wells St,Fort Wayne,IN,none
Immaculate Heart of Mary School,https://ihmindyschool.org/,317 E 57th St,Indianapolis,IN,none
Indian Village Elementary School,https://www.fwcs.k12.in.us/,3835 Wenonah Ln,Fort Wayne,IN,none
Holy Name Catholic School,https://holyname.cc/mass-times,21 N 17th St,Beech Grove,IN,none
Homecroft Elementary School,http://www.perryschools.org/,1551 E Southview Dr,Indianapolis,IN,none
IN Sch for the Blind & Vis Imprd,https://www.in.gov/isbvi/,7725 N College Ave,Indianapolis,IN,none
Indian Creek Elementary School,https://indiancreek.ltschools.org/,10833 E 56th St,Indianapolis,IN,none
Ignite Achievement Academy,http://www.igniteindy.org/,1002 W 25 Street,Indianapolis,IN,none
Hoosier Academy - Indianapolis,https://ha.k12.com/,2855 North Franklin Rd,Indianapolis,IN,none
IN Math & Science Academy,http://west.imsaindy.org/,4575 W 38th St,Indianapolis,IN,none
Immanuel Lutheran School,http://immanuelschool.org/,520 S Chestnut St,Seymour,IN,none
Indianapolis Southside Christian,http://www.southsidechristian.info/,4801 Shelbyville Rd,Indianapolis,IN,none
Indiana Christian Academy,https://indianachristianacademy.org/,432 W 300 N,Anderson,IN,none
Islamic Academy of Indianapolis,https://www.ijacademy.org/,711 South High School Road,Indianapolis,IN,none
Indiana Horizon Academy,http://www.indianahorizon.org/,9603 Colorado St Ste B,Crown Point,IN,none
James A Allison Elementary Sch 3,http://www.usa.com/speedway-in-public-schools.htm,5240 W 22nd St,Speedway,IN,none
Indiana Academy,http://iasda.org/,24815 SR 19,Cicero,IN,none
Insight School of Indiana,https://in.insightschools.net/,2855 North Franklin Road,Indianapolis,IN,none
James E Davis School,https://www.schoolfamily.com/find-a-school/ratings/99395-james-e-davis-school,515 W Camp St,Lebanon,IN,none
International Leadership Schools,https://aqs.org/,6131 N Clinton,Fort Wayne,IN,none
Indianapolis Junior Academy,https://www.ijacademy.org/,2910 E 62nd St,Indianapolis,IN,none
Indianapolis Lighthouse East,https://www.lighthouse-academies.org/schools/indianapolis-lighthouse-charter-school-east-campus/,4002 N Franklin Road,Indianapolis,IN,none
Indiana Academy for Sci Math Hmn,https://nces.ed.gov/ccd/districtsearch/district_detail.asp?details=1&ID2=1800041,BSU - 301 N Talley Avenue,Muncie,IN,none
Horizon Elementary School,https://horizon.phmschools.org/,10060 Brummitt Rd,Granger,IN,none
HW Longfellow Med/STEM Magnet Midl,https://compass.doe.in.gov/dashboard/overview.aspx?type=school&id=5467,510 Laurel Street,Indianapolis,IN,none
Jackson Township Elementary School,http://www.edline.net/pages/Jackson_Township_Elementary,1860 E CR 600 N,Brazil,IN,none
